Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI,Year,Month,Day,Date_Week_Later,Query_Date,Query_Date_Week_Later
20220511FLJAJ,https://www.jacksonville.com/story/news/crime/2022/05/12/jacksonville-student-17-shot-outside-andrew-jackson-high/9743543002/ https://www.firstcoastnews.com/article/news/crime/police-andrew-jackson/77-95ea5184-e16e-4a9e-acbf-f3d2a8a79766 https://www.news4jax.com/news/local/2022/05/11/large-law-enforcement-presence-near-andrew-jackson-high-school/,10,Regional,4,2022-05-11,Spring,Andrew Jackson High School,Jacksonville,FL,High,Beside Building,Outside on School Property,Yes,Dismissal,15:00:00,Student shot exiting school during drive-by,A group of 8 students were leaving the school gym at dismissal when shots were fired at them from a vehicle. 17-year-old student was critically injured. Students ran back into school and went on lockdown. Shooter fled and was not identified.,Drive-by Shooting,Victims Targeted,Yes,No,No,No,No,No,,No,10,No,2022,5,11,2022-05-18,2022-05-11T00:00:00Z,2022-05-18T00:00:00Z
20220509NYEDS,https://www.nydailynews.com/new-york/nyc-crime/ny-man-shot-staten-island-20220509-st6d6abalrfsphx5c4ggx5q3vm-story.html https://nypost.com/2022/05/10/man-shot-outside-si-school-for-autistic-students-dies/,10,Regional,4,2022-05-09,Spring,Eden Ii Institute,Staten Island,NY,Other,Front of School,Outside on School Property,Yes,Afternoon Classes,15:15:00,Man fatally shot by front door to school,A 26-year-old man was fatally shot during a fight with 2 other men near the front door of the school. Shooter fled in a vehicle. School went on lockdown for 90 minute while police investigated. Unclear if men had any relation to the school.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,,No,99,No,2022,5,9,2022-05-16,2022-05-09T00:00:00Z,2022-05-16T00:00:00Z
20220509GARIS,https://www.wsbtv.com/news/local/gwinnett-county/woman-who-shot-gwinnett-county-bus-with-kids-inside-had-prior-beef-with-bus-neighbors-say/Y6VSFLPQ65DHJB7BIZKEFSUIQY/ https://www.fox5atlanta.com/news/police-investigating-report-of-someone-shooting-at-school-bus https://www.ajc.com/news/crime/breaking-report-of-shots-fired-at-school-bus-near-suwanee-police-say/2FD6DKX6QBA55OSA5H4YMRV5GI/ https://www.fox5atlanta.com/news/police-investigating-report-of-someone-shooting-at-school-bus,5,Regional,4,2022-05-09,Spring,Riverside Elementary School,Suwanee,GA,Elementary,School Bus,School Bus,Yes,School Start,07:15:00,Woman fired 12 shots at occupied school bus,"A 57-year-old woman fired 12 shots at a school bus in front of her house. Two shots were through the windshield and just missed the driver. Students on the bus were not injured. Driver told students to take cover and kept driving to the school. Shooter arrested and charged with charged with four counts of first-degree cruelty to children, five counts of aggravated assault, possession of a firearm during the commission of certain felonies, and unauthorized discharge of a firearm near a public street. Prior to the shooting, neighbors said the woman had thrown rocks at the school bus. She also walked in the middle of the street and would not let the bus pass her.",,Victims Targeted,No,No,No,No,No,No,No,No,12,No,2022,5,9,2022-05-16,2022-05-09T00:00:00Z,2022-05-16T00:00:00Z
20220505OHLOL,https://www.wkbn.com/news/local-news/boy-who-shot-himself-at-lowellville-school-building-has-passed-away/ https://fox8.com/news/self-inflicted-shooting-leads-to-lockdown-of-lowellville-schools/ https://www.wkbn.com/news/local-news/students-and-parents-share-stories-from-lowellville-shooting/?ipid=promo-link-block1 https://www.wkbn.com/news/local-news/mom-arrested-for-bringing-gun-to-lowellville-schools/,10,Regional,4,2022-05-05,Spring,Lowellville K-12 School,Lowellville,OH,K-12,Cafeteria,Inside School Building,Yes,Morning Classes,10:30:00,Student commit suicide in the school cafeteria,A student commit suicide in the school cafeteria. The police chief was working as the SRO at the school and was nearby when the shooting occurred. He provided aid and secured the area. School went on lockdown and then students were evacuated to the football field. An armed parent tried to enter the school and was arrested. No other students and staff were injured.,Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,No,2022,5,5,2022-05-12,2022-05-05T00:00:00Z,2022-05-12T00:00:00Z
20220505ALDOD,https://www.wtvy.com/2022/05/05/dothan-city-school-bus-other-vehicles-shot-into-with-bb-gun/ https://www.wdhn.com/news/crime/dothan-man-arrested-for-shooting-bbs-into-a-school-bus-other-cars/,5,Local,4,2022-05-05,Spring,Dothan City School Bus,Dothan,AL,K-12,School Bus,School Bus,No,After School,15:00:00,Man fired BBs at moving school bus and other vehicles,"A 20-year-old man fired BBs at a moving school bus and two other vehicles near his home. Charged with 3 felonies and held on $45,000 bond. No students were on the bus.",Intentional Property Damage,Random Shooting,No,No,No,No,No,No,No,No,99,No,2022,5,5,2022-05-12,2022-05-05T00:00:00Z,2022-05-12T00:00:00Z
20220503CAARS,https://www.sbsun.com/2022/05/03/gunfire-in-san-bernardino-causes-car-to-crash-leaves-bullet-holes-in-school/,1,Local,3,2022-05-03,Spring,Arrowview Middle School,San Bernardino,CA,Middle,Outside on School Property,Outside on School Property,No,Before School,05:45:00,Shots fired during drive-by struck school building,Shots fired during a drive-by struck the school building. Vehicle crashed nearby. Students and staff had not arrived at the school at the time of the shooting (early morning).,Drive-by Shooting,Both,,No,No,No,No,No,,No,99,No,2022,5,3,2022-05-10,2022-05-03T00:00:00Z,2022-05-10T00:00:00Z
20220501VALOM,https://wjla.com/news/local/manassas-shooting-benton-middle-school-athletic-fields-injuries-victims-gunshot-wounds-prince-william-county-police-officers-investigation-age-gun-violence- https://www.nbcwashington.com/news/local/northern-virginia/2-shot-near-benton-middle-school-in-manassas/3039862/ https://www.washingtonpost.com/dc-md-va/2022/05/01/prince-william-shooting-middle-school/,100,National,4,2022-05-01,Spring,Louise A. Benton Middle School,Manassas,VA,Middle,Football Field/Track,Outside on School Property,No,Sport Event,10:15:00,Two men shot during youth flag football tournament,Two adult men were shot during an argument at a youth flag football tournament held on the middle school's field. One victim was flown to a trauma center. Shooter fled before police arrived. 300 children were present for the tournament.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,99,No,2022,5,1,2022-05-08,2022-05-01T00:00:00Z,2022-05-08T00:00:00Z
20220501OHHAC,https://abc6onyourside.com/news/local/columbus-ohio-police-investigating-person-found-dead-car-near-hamilton-stem-academy-5-1-2022 https://www.nbc4i.com/news/local-news/columbus/police-man-found-fatally-shot-inside-car-at-hamilton-stem-academy/ https://www.10tv.com/article/news/crime/man-found-dead-linden-area-columbus/530-b60db85f-035e-4afd-81d4-eadbf61d2adb,3,Local,4,2022-05-01,Spring,Hamilton Stem Academy,Columbus,OH,Elementary,Parking Lot,Outside on School Property,No,Not a School Day,13:30:00,Man found fatally shot in the school parking lot,A man was found fatally shot inside a vehicle in the school parking lot. Shooter fled. Shooting may have occurred on Friday and the body was not discovered until Sunday afternoon. Police ruled the case a homicide. ,,Victims Targeted,,No,No,No,No,,,No,,No,2022,5,1,2022-05-08,2022-05-01T00:00:00Z,2022-05-08T00:00:00Z
20220430PAMCJ,https://triblive.com/local/westmoreland/no-one-reported-hurt-after-shot-fired-during-fight-at-mckee-stadium-in-jeannette/,1,Local,3,2022-04-30,Spring,McKee Middle School (McKee Stadium),Jeannette City,PA,Middle,Football Field/Track,Outside on School Property,No,Sport Event,10:15:00,"Shot fired during youth football game at stadium, both men involved fled",Shot was fired into the ground during a fight between two men at a flag football game. Both men fled. No injuries.<br><br>Man was murdered during a high school football game at the stadium in 2019.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1,No,2022,4,30,2022-05-07,2022-04-30T00:00:00Z,2022-05-07T00:00:00Z
20220427TXMOS,https://news4sanantonio.com/news/local/police-shot-suspect-after-attempting-to-break-in-school,1,Local,4,2022-04-27,Spring,Morrill Elementary School,San Antonio,TX,Elementary,Front of School,Outside on School Property,No,Evening,20:18:00,Police shot man attempting to break-in to school building,"Janitor called police for a man attempting to break-in to the school. When police questioned the man, he grabbed an officers baton and struck the officer with it. During a struggle, a police officer shot the man. No students or staff were injured.",Officer-Involved Shooting,,,,,Yes,,,,,,,2022,4,27,2022-05-04,2022-04-27T00:00:00Z,2022-05-04T00:00:00Z
20220427INCOS,https://www.wndu.com/2022/04/27/investigation-underway-after-student-shoots-school-bus-window-with-bb-gun/,1,Local,3,2022-04-27,Spring,Coquillard Elementary School,South Bend,IN,Elementary,School Bus,School Bus,Yes,Dismissal,16:00:00,"Student got off bus and fired a BB gun back at the bus, breaking a windown",A student got off the school bus and then fired a BB gun at the bus breaking a window. 3 students were on the bus and they were not injured. Police were notified and the school is investigating. ,Intentional Property Damage,Neither,No,No,No,No,,No,No,No,1,No,2022,4,27,2022-05-04,2022-04-27T00:00:00Z,2022-05-04T00:00:00Z
20220426MIASI,https://www.uppermichiganssource.com/2022/04/26/isolated-incident-aspen-ridge-school-under-investigation/ https://www.mlive.com/news/2022/04/student-dies-after-shooting-himself-in-bathroom-of-upper-peninsula-school.html https://upnorthlive.com/news/local/student-dies-at-aspen-ridge-school-from-self-inflicted-gunshot-wound,3,Local,4,2022-04-26,Spring,Aspen Ridge School,Ishpeming Township,MI,K-8,Bathroom,Inside School Building,Yes,Afternoon Classes,12:30:00,Student commit suicide in bathroom,A police officer was giving a presentation at the school when he heard a gunshot. School went on lockdown. Trooper found a student who died from a self-inflicted gunshot wound in the bathroom.,Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,No,2022,4,26,2022-05-03,2022-04-26T00:00:00Z,2022-05-03T00:00:00Z
20220426GASOM,https://wgxa.tv/news/local/15-year-old-shot-and-killed-in-macon-found-near-southwest-high-school https://www.13wmaz.com/article/news/crime/coroner-macon-15-year-old-dies-after-being-shot-near-southwest-high-school-2/93-b1cac6c7-0a2e-4915-9e26-2865b986be1c,2,Local,4,2022-04-26,Spring,Southwest High School,Macon,GA,High,Parking Lot,Outside on School Property,No,Night,22:30:00,"Teen fatally shot multiple times, body left in school parking lot",A 15-year-old teen was shot multiple times in the parking lot of a sporting goods store .8 miles from the school. His body was left in the parking lot of the school. Shooter fled.,,Victims Targeted,Yes,No,No,No,No,No,,No,,No,2022,4,26,2022-05-03,2022-04-26T00:00:00Z,2022-05-03T00:00:00Z
20220425WIWIM,https://www.fox6now.com/news/school-bus-hit-gunfire-milwaukee-police-suspects https://www.tmj4.com/news/local-news/several-people-exchange-gunfire-during-argument-striking-2-school-buses,5,Local,4,2022-04-25,Spring,Wisconsin Conservatory of Lifelong Learning,Milwaukee,WI,6-12,Front of School,Outside on School Property,Yes,Dismissal,15:00:00,Multiple people fired shots during a fight striking 2 schools buses,Multiple people fired shots during a fight outside of the school. Shots struck two school buses. School went on lockdown and delayed dismissal. Shooters fled.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,,No,99,No,2022,4,25,2022-05-02,2022-04-25T00:00:00Z,2022-05-02T00:00:00Z
20220425GAMAM,https://www.fox5atlanta.com/news/marietta-school-buses-windshield-shot,1,Local,4,2022-04-25,Spring,Marietta City Schools Bus Yard,Marietta,GA,Other,Parking Lot (Bus),School Bus,No,Night,21:00:00,Woman fired pellet gun at 15 school buses,An adult woman fired a pellet gun at the windshields of 15 school buses. Some of the buses were shot multiple times. Damage was found in the morning and shooting was recorded on CCTV.,Intentional Property Damage,Random Shooting,No,No,No,No,No,No,No,No,99,No,2022,4,25,2022-05-02,2022-04-25T00:00:00Z,2022-05-02T00:00:00Z
20220424MOHAF,https://www.ksdk.com/article/news/crime/teens-charged-murder-fatal-shooting-hazelwood-central-parking-lot/63-a5b02d64-c0e6-45ef-82a5-8d3925a76bf0 https://www.ksdk.com/article/news/crime/fatal-shooting-outside-hazelwood-central-high-school-florissant/63-f2c1a3ad-663e-4606-a350-7bd92553e48a https://www.kmov.com/2022/04/24/man-found-fatally-shot-parking-lot-hazelwood-central-high-school/ https://fox2now.com/news/missouri/man-shot-and-killed-in-hazelwood-central-high-school-parking-lot/,5,Local,4,2022-04-24,Spring,Hazelwood Central High School,Florissant,MO,High,Parking Lot,Outside on School Property,No,Not a School Day,06:00:00,Two teens fatally shot cab driver in school parking lot during robbery,A adult man was found fatally shot in the school parking lot. Two teens fatally shot a cab driver during an attempted robbery. Arrested 2 days later.,Illegal Activity,Victims Targeted,Yes,No,No,No,No,No,,No,,No,2022,4,24,2022-05-01,2022-04-24T00:00:00Z,2022-05-01T00:00:00Z
20220422ORHOS,https://www.kptv.com/2022/04/23/teen-arrested-after-shooting-near-salem-middle-school/,1,Local,2,2022-04-22,Spring,Houck Middle School,Salem,OR,Middle,Outside on School Property,Outside on School Property,No,Night,23:55:00,Teen fired shots near school,A teen fired shot near the school and fled the area. Tracked by K-9 and arrested away from school. No injuries.,,,No,No,No,No,No,No,,No,99,No,2022,4,22,2022-04-29,2022-04-22T00:00:00Z,2022-04-29T00:00:00Z
20220422DCEDW,https://www.washingtonpost.com/education/2022/05/04/edmund-burke-school-reopens-first-time-since-shooting/ https://www.nbcwashington.com/news/local/16-year-old-student-recounts-terrifying-school-shooting/3038079/ https://www.washingtonpost.com/dc-md-va/2022/04/25/bowser-dc-shooting-school-vanness/ https://www.wusa9.com/article/news/local/dc/viewer-discretion-video-purportedly-recorded-by-dc-shooter-reveals-more-than-60-gunshots-over-a-19-second-span-taking-aim-at-school-window/65-e03aa391-a87d-46e8-beaf-28fe518c55a9 https://www.washingtonpost.com/dc-md-va/2022/04/22/connecticut-avenue-shooting-dc/?%20va._2 https://www.washingtonpost.com/dc-md-va/2022/04/23/raymond-spencer-dc-shooting/ https://www.washingtonpost.com/dc-md-va/2022/04/23/edmund-burke-shooting-dc-lockdown/,999,International,4,2022-04-22,Spring,Edmund Burke School,Washington,DC,6-12,Hallway,Both Inside/Outside,Yes,Afternoon Classes,15:20:00,Gunman fired at school from nearby apartment building,"A 23-year-old man fired at students inside a glass pedestrian bridge on the school campus from his 5th floor apartment building across the street. Shots broke glass windows on both sides of the bridge. A 12-year-old female student on the bridge was wounded. A 16-year-old female student was cut by flying glass. First 60 shots were fired in 18 seconds. 200 total rounds fired. Students ran and school went into lockdown. Shooter then wounded school security guard, parent waiting in a vehicle to pick-up a child, and another adult pedestrian. Shooter commit suicide when police raided his apartment hours later. Shooter had a camera setup in the hallway to watch police arriving at his apartment. <br><br>Days prior to shooting, shooter edited wikipedia pages related to school shootings and described himself as ""AR-15 Aficionado"". 6 firearms including rifles and handguns were found in his apartment. Shooting was livestreamed with camera inside rifle scope showing the attack. While waiting for police, shooter made edits to the Edmund Burke School Wikipedia page to add his attack. Commit suicide in the bathroom.",Indiscriminate Shooting,Random Shooting,No,No,Yes,No,,No,No,Yes,200,Yes,2022,4,22,2022-04-29,2022-04-22T00:00:00Z,2022-04-29T00:00:00Z
